timestamps,open,high,low,close,volume,amount
2026-04-05 23:45:00,4607.374,4619.451,4607.221,4610.674,0,0
2026-04-06 00:00:00,4610.706,4626.741,4606.923,4626.23,0,0
2026-04-06 00:15:00,4626.001,4629.428,4600.515,4603.144,0,0
2026-04-06 00:30:00,4603.188,4621.664,4602.889,4618.934,0,0
2026-04-06 00:45:00,4618.876,4626.023,4615.629,4622.342,0,0
2026-04-06 01:00:00,4622.382,4642.635,4622.069,4641.637,0,0
2026-04-06 01:15:00,4641.643,4642.997,4620.582,4641.006,0,0
2026-04-06 01:30:00,4640.948,4641.346,4622.734,4627.587,0,0
2026-04-06 01:45:00,4627.582,4629.178,4621.437,4625.773,0,0
2026-04-06 02:00:00,4649.61,4664.85,4613.22,4629.83,0,0
2026-04-06 02:15:00,4629.74,4642.3,4629.74,4636.22,0,0
2026-04-06 02:30:00,4636.3,4646.16,4632.08,4642.66,0,0
2026-04-06 02:45:00,4642.66,4654.61,4608.05,4645.67,0,0
2026-04-06 03:00:00,4645.67,4651.05,4626.9,4632.49,0,0
2026-04-06 03:15:00,4632.49,4634.09,4609.42,4609.8,0,0
2026-04-06 03:30:00,4609.8,4617.18,4605.09,4607.07,0,0
2026-04-06 03:45:00,4607.09,4619.27,4607.03,4610.5,0,0
2026-04-06 04:00:00,4610.5,4626.78,4607.12,4626.07,0,0
2026-04-06 04:15:00,4626.07,4629.44,4600.76,4603.39,0,0
2026-04-06 04:30:00,4603.39,4621.58,4603.08,4619.11,0,0
2026-04-06 04:45:00,4619.11,4626.21,4615.83,4622.3,0,0
2026-04-06 05:00:00,4622.33,4643.0,4622.33,4641.77,0,0
2026-04-06 05:15:00,4641.76,4643.13,4620.45,4641.14,0,0
2026-04-06 05:30:00,4641.26,4641.47,4623.61,4627.83,0,0
2026-04-06 05:45:00,4627.83,4628.82,4621.51,4625.88,0,0
2026-04-06 06:00:00,4625.88,4640.21,4623.66,4636.29,0,0
2026-04-06 06:15:00,4636.29,4671.95,4636.29,4661.13,0,0
2026-04-06 06:30:00,4661.13,4666.6,4644.38,4651.1,0,0
2026-04-06 06:45:00,4651.1,4656.2,4647.17,4648.0,0,0
2026-04-06 07:00:00,4648.0,4648.05,4628.8,4633.31,0,0
2026-04-06 07:15:00,4633.31,4636.37,4625.3,4630.34,0,0
2026-04-06 07:30:00,4630.34,4633.45,4625.51,4632.57,0,0
2026-04-06 07:45:00,4632.57,4642.13,4630.52,4640.52,0,0
2026-04-06 08:00:00,4640.52,4648.58,4639.97,4643.48,0,0
2026-04-06 08:15:00,4643.48,4646.7,4641.25,4646.69,0,0
2026-04-06 08:30:00,4646.69,4651.11,4642.97,4648.91,0,0
2026-04-06 08:45:00,4648.91,4659.86,4646.86,4659.08,0,0
2026-04-06 09:00:00,4659.1,4676.96,4657.93,4673.73,0,0
2026-04-06 09:15:00,4673.73,4678.83,4666.92,4667.37,0,0
2026-04-06 09:30:00,4667.37,4669.02,4661.33,4661.55,0,0
2026-04-06 09:45:00,4661.56,4667.46,4651.38,4652.68,0,0
2026-04-06 10:00:00,4652.68,4661.96,4643.15,4661.01,0,0
2026-04-06 10:15:00,4661.01,4662.33,4652.73,4657.37,0,0
2026-04-06 10:30:00,4657.37,4660.03,4651.83,4655.63,0,0
2026-04-06 10:45:00,4655.63,4667.86,4653.71,4666.07,0,0
2026-04-06 11:00:00,4666.07,4666.73,4648.0,4651.92,0,0
2026-04-06 11:15:00,4651.92,4655.7,4644.91,4650.79,0,0
2026-04-06 11:30:00,4650.79,4665.6,4650.21,4664.43,0,0
2026-04-06 11:45:00,4664.42,4688.29,4662.7,4684.85,0,0
2026-04-06 12:00:00,4684.85,4694.57,4681.09,4689.78,0,0
2026-04-06 12:15:00,4689.78,4695.98,4684.49,4691.43,0,0
2026-04-06 12:30:00,4691.43,4695.77,4689.91,4693.18,0,0
2026-04-06 12:45:00,4693.18,4698.23,4691.67,4695.82,0,0
2026-04-06 13:00:00,4695.82,4703.28,4695.82,4701.28,0,0
2026-04-06 13:15:00,4701.26,4703.76,4697.25,4702.44,0,0
2026-04-06 13:30:00,4702.42,4706.61,4700.94,4703.36,0,0
2026-04-06 13:45:00,4703.36,4705.08,4690.93,4693.64,0,0
2026-04-06 14:00:00,4693.64,4697.62,4686.1,4686.82,0,0
2026-04-06 14:15:00,4686.73,4693.1,4686.18,4689.83,0,0
2026-04-06 14:30:00,4689.83,4696.85,4687.73,4695.12,0,0
2026-04-06 14:45:00,4695.5,4695.87,4684.79,4689.77,0,0
2026-04-06 15:00:00,4689.77,4696.79,4688.8,4689.42,0,0
2026-04-06 15:15:00,4689.45,4692.32,4685.34,4688.42,0,0
2026-04-06 15:30:00,4688.42,4694.55,4685.35,4685.35,0,0
2026-04-06 15:45:00,4685.35,4685.82,4677.08,4677.94,0,0
2026-04-06 16:00:00,4677.91,4686.79,4671.46,4672.5,0,0
2026-04-06 16:15:00,4672.5,4674.06,4659.63,4666.02,0,0
2026-04-06 16:30:00,4666.02,4678.72,4665.63,4676.92,0,0
2026-04-06 16:45:00,4676.92,4681.09,4674.11,4675.89,0,0
2026-04-06 17:00:00,4675.89,4677.47,4662.15,4668.64,0,0
2026-04-06 17:15:00,4668.64,4673.39,4659.76,4668.67,0,0
2026-04-06 17:30:00,4668.67,4679.13,4661.2,4665.69,0,0
2026-04-06 17:45:00,4665.69,4682.0,4661.7,4679.79,0,0
2026-04-06 18:00:00,4679.8,4690.67,4660.33,4672.78,0,0
2026-04-06 18:15:00,4672.78,4688.3,4670.67,4686.23,0,0
2026-04-06 18:30:00,4686.42,4697.48,4678.69,4684.69,0,0
2026-04-06 18:45:00,4684.69,4688.27,4674.92,4683.1,0,0
2026-04-06 19:00:00,4683.1,4684.17,4661.38,4662.19,0,0
2026-04-06 19:15:00,4662.19,4670.13,4655.32,4667.34,0,0
2026-04-06 19:30:00,4667.34,4671.11,4651.84,4660.78,0,0
2026-04-06 19:45:00,4660.78,4669.08,4659.72,4668.19,0,0
2026-04-06 20:00:00,4668.19,4671.12,4662.49,4670.48,0,0
2026-04-06 20:15:00,4670.48,4672.65,4665.29,4665.63,0,0
2026-04-06 20:30:00,4665.64,4671.07,4662.76,4663.42,0,0
2026-04-06 20:45:00,4663.42,4666.77,4657.95,4660.35,0,0
2026-04-06 21:00:00,4660.39,4661.24,4645.89,4653.96,0,0
2026-04-06 21:15:00,4653.96,4660.36,4650.42,4656.18,0,0
2026-04-06 21:30:00,4656.18,4660.5,4652.52,4656.41,0,0
2026-04-06 21:45:00,4656.41,4657.4,4651.74,4653.58,0,0
2026-04-06 22:00:00,4653.63,4666.46,4650.89,4659.43,0,0
2026-04-06 22:15:00,4659.43,4664.4,4659.1,4660.16,0,0
2026-04-06 22:30:00,4660.15,4663.36,4648.96,4650.2,0,0
2026-04-06 22:45:00,4650.2,4659.03,4648.79,4658.24,0,0
2026-04-06 23:00:00,4658.24,4659.35,4650.11,4650.53,0,0
2026-04-06 23:15:00,4650.53,4651.32,4645.47,4650.15,0,0
2026-04-06 23:30:00,4650.15,4653.79,4648.51,4651.7,0,0
